sku,offercode,location_original,location,instance_type,instance_family,vcpu,clock_speed,memory,storage,network_performance,processor_architecture,tenancy,os,usagetype,operation,pd_key,price_description,unit,price
CNH65Y64HCPBDBGN,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Exp-Select-Returned-Bytes,,CNH65Y64HCPBDBGN.JRTCKXETXF.6YS6EN2CT7,$0.0315 per GB - Expedited Select Data Returned Bytes,GB,0.0315
XDSV99HQ9YASYE4E,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-AdditionalRequest-INT,RestoreObject,XDSV99HQ9YASYE4E.JRTCKXETXF.6YS6EN2CT7,$0.00042 per Requests for AdditionalRequest-INT:RestoreObject in EU (Paris),Requests,0.00042
EWHU86YMNMB2PZGR,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-GLACIER-Tier1,PostObject,EWHU86YMNMB2PZGR.JRTCKXETXF.6YS6EN2CT7,"$0.0318 per 1,000 PostObject requests to Glacier",Requests,0.0000318
Q4PSUN2XH7NU3NB8,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-TimedStorage-INT-IA-ByteHrs,,Q4PSUN2XH7NU3NB8.JRTCKXETXF.6YS6EN2CT7,"$0.0131 per GB-Month of storage used in Intelligent-Tiering, Infrequent Access Tier",GB-Mo,0.0131
V8BKJXKCXZGG497W,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-GLACIER-Tier1,CopyPart,V8BKJXKCXZGG497W.JRTCKXETXF.6YS6EN2CT7,"$0.0053 per 1,000 CopyPart to Glacier",Requests,0.0000053
TY7RJTUJR6RXANSX,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-GLACIER-Tier1,InitiateMultipartUpload,TY7RJTUJR6RXANSX.JRTCKXETXF.6YS6EN2CT7,"$0.0053 per 1,000 InitiateMultipartUpload requests to Glacier",Requests,0.0000053
5GFM87NEGYSKXJW7,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Monitoring-Automation-INT,,5GFM87NEGYSKXJW7.JRTCKXETXF.6YS6EN2CT7,"$0.0025 per 1,000 Objects per month in Intelligent-Tiering",Objects,0.0000025
4QBVCRRANSAMBZMB,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Retrieval-SIA,,4QBVCRRANSAMBZMB.JRTCKXETXF.6YS6EN2CT7,$0.01 per GB - flat fee for all bytes retrieved in Standard-Infrequent Access,GB,0.01
9KFVGCY5Y2X246KY,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-INT-Tier1,,9KFVGCY5Y2X246KY.JRTCKXETXF.6YS6EN2CT7,"$0.0053 per 1,000 PUT, COPY, POST, or LIST requests to Intelligent-Tiering",Requests,0.0000053
R3URS5KB8DV2G7JR,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Standard-Retrieval-Bytes,RestoreObject,R3URS5KB8DV2G7JR.JRTCKXETXF.6YS6EN2CT7,$0.0105 per GB - Standard retrieval fee,GB,0.0105
525ZHWK957Y64T8N,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-TimedStorage-GDA-Staging,,525ZHWK957Y64T8N.JRTCKXETXF.6YS6EN2CT7,$0.022 per GB-Month of storage used in GlacierStagingStorage,GB-Mo,0.022
WY72ARU8F3XKRJC4,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-Tier3,S3-GDATransition,WY72ARU8F3XKRJC4.JRTCKXETXF.6YS6EN2CT7,"$0.06 per 1,000 Lifecycle requests to Glacier Deep Archive in EU (Paris)",Requests,0.00006
NNFH867GCA69NZDU,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Standard-Retrieval-Bytes,IntAARestoreObject,NNFH867GCA69NZDU.JRTCKXETXF.6YS6EN2CT7,$0.0 per GB for Standard-Retrieval-Bytes:IntAARestoreObject in EU (Paris),GB,0
RFRU56K6682ANJXU,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-EarlyDelete-ZIA-SmObjects,,RFRU56K6682ANJXU.JRTCKXETXF.6YS6EN2CT7,$0.01048 per GB-Month prorated for small objects deleted or overwritten before 30 days in One Zone-Infrequent Access,GB-Mo,0.01048
EUBAT3M3FD49DZJ6,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-EarlyDelete-ByteHrs,,EUBAT3M3FD49DZJ6.JRTCKXETXF.6YS6EN2CT7,$0.0135 per GB - Glacier Early Delete,GB-Mo,0.0045
CHT7847QVFPAPWKW,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-GLACIER-Tier2,,CHT7847QVFPAPWKW.JRTCKXETXF.6YS6EN2CT7,"$0.0042 per 10,000 GET and all other requests from Glacier",Requests,0.00000042
M3QGFHVPQCCTHJWP,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-GLACIER-Tier1,CopyObject,M3QGFHVPQCCTHJWP.JRTCKXETXF.6YS6EN2CT7,"$0.0318 per 1,000 CopyObject requests to Glacier",Requests,0.0000318
FYXYKN88H8EQ6JRB,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-GLACIER-Tier1,PutObject,FYXYKN88H8EQ6JRB.JRTCKXETXF.6YS6EN2CT7,"$0.0318 per 1,000 PutObject requests to Glacier",Requests,0.0000318
384Q9U3Y8RJH8R9X,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Select-Returned-ZIA-Bytes,,384Q9U3Y8RJH8R9X.JRTCKXETXF.6YS6EN2CT7,$0.01 per GB - for bytes returned by S3 Select in One Zone-Infrequent Access,GB,0.01
UPTAS7HUHUF4UF38,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-INT-Tier2,,UPTAS7HUHUF4UF38.JRTCKXETXF.6YS6EN2CT7,"$0.0042 per 10,000 GET and all other requests to Intelligent-Tiering",Requests,0.00000042
H93TZSS8DX9FC9T6,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Bulk-Retrieval-Bytes,IntAARestoreObject,H93TZSS8DX9FC9T6.JRTCKXETXF.6YS6EN2CT7,$0.0 per GB for Bulk-Retrieval-Bytes:IntAARestoreObject in EU (Paris),GB,0
W3PRUYSD8Q9U2EMP,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-TimedStorage-INT-FA-ByteHrs,,W3PRUYSD8Q9U2EMP.JRTCKXETXF.PGHJ3S3EYE,"$0.024 per GB - first 50 TB / month of storage used in Intelligent-Tiering, Frequent Access Tier",GB-Mo,0.024
YR3HCG6GE9UUZQY6,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-TimedStorage-SIA-SmObjects,,YR3HCG6GE9UUZQY6.JRTCKXETXF.6YS6EN2CT7,$0.0131 per GB-Month of storage used for small objects,GB-Mo,0.0131
XKSBY9FKSUU63978,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-TimedStorage-INT-DAA-ByteHrs,,XKSBY9FKSUU63978.JRTCKXETXF.6YS6EN2CT7,$0.0018 per Gigabyte Month for TimedStorage-INT-DAA-ByteHrs:IntelligentTieringDAAStorage in EU (Paris),Gigabyte Month,0.0018
R5PEMHE32YBG7GG9,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Expedited-Retrieval-Bytes,IntAARestoreObject,R5PEMHE32YBG7GG9.JRTCKXETXF.6YS6EN2CT7,$0.0315 per GB for Expedited-Retrieval-Bytes:IntAARestoreObject in EU (Paris),GB,0.0315
V4SQTAV2NCDZKNXM,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Bulk-Select-Scanned-Bytes,,V4SQTAV2NCDZKNXM.JRTCKXETXF.6YS6EN2CT7,$0.00104 per GB - Bulk Select Data Scanned Bytes,GB,0.00104
U9EDHSE3VU4PUXYN,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Select-Returned-INT-Bytes,,U9EDHSE3VU4PUXYN.JRTCKXETXF.6YS6EN2CT7,$0.0008 per GB - for bytes returned by S3 Select in Intelligent - Tiering,GB,0.0008
WYX3RQSJKP32F7HG,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-Tier5,,WYX3RQSJKP32F7HG.JRTCKXETXF.6YS6EN2CT7,"$0.0265 per 1,000 - Bulk Glacier requests",Requests,0.0000265
9PAT6GAN57PYFYDZ,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-Tier2,,9PAT6GAN57PYFYDZ.JRTCKXETXF.6YS6EN2CT7,"$0.0042 per 10,000 GET and all other requests",Requests,0.00000042
PBTFKE54YTV86NHA,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Standard-Retrieval-Bytes,DeepArchiveRestoreObject,PBTFKE54YTV86NHA.JRTCKXETXF.6YS6EN2CT7,$0.021 per GB Standard retrieval fee from Glacier Deep Archive in EU (Paris),GB,0.021
M3DX9B4SRYHGPCRR,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-StorageLensFreeTier-ObjCount,StorageLens,M3DX9B4SRYHGPCRR.JRTCKXETXF.6YS6EN2CT7,$0.00 per MM objects per month for Storage Lens Free Tier to EU (Paris),Objects,0
UH7QSH2PZH6NH3X5,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Bulk-Retrieval-Bytes,IntDAARestoreObject,UH7QSH2PZH6NH3X5.JRTCKXETXF.6YS6EN2CT7,$0.0 per GB for Bulk-Retrieval-Bytes:IntDAARestoreObject in EU (Paris),GB,0
3RGQEFUKP8U63EJD,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Select-Returned-SIA-Bytes,,3RGQEFUKP8U63EJD.JRTCKXETXF.6YS6EN2CT7,$0.01 per GB - for bytes returned by S3 Select in Standard-Infrequent Access,GB,0.01
XWN3D8KRSG3RR6WA,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-GLACIER-Tier1,CompleteMultipartUploadReplTime,XWN3D8KRSG3RR6WA.JRTCKXETXF.6YS6EN2CT7,"$0.0318 per 1,000 CompleteMultipartUpload for Replication Time Control to Glacier",Requests,0.0000318
TMSZQNCZ8VPDF33E,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Standard-Retrieval-Bytes,IntDAARestoreObject,TMSZQNCZ8VPDF33E.JRTCKXETXF.6YS6EN2CT7,$0.0 per GB for Standard-Retrieval-Bytes:IntDAARestoreObject in EU (Paris),GB,0
M6D8KNQS27NV9YKW,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Select-Scanned-Bytes,,M6D8KNQS27NV9YKW.JRTCKXETXF.6YS6EN2CT7,$0.00225 per GB - for bytes scanned by S3 Select in Standard,GB,0.00225
WDEST6XZUP33MZWG,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-Tier3,S3-GlacierTransition,WDEST6XZUP33MZWG.JRTCKXETXF.6YS6EN2CT7,"$0.0318 per 1,000 Glacier Requests",Requests,0.0000318
6CT5FNYNR3V9MAH2,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-BatchOperations-Jobs,,6CT5FNYNR3V9MAH2.JRTCKXETXF.6YS6EN2CT7,$0.25 per job fee for Batch Operations,Jobs,0.25
R4PFM5HKCWEKDXMM,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-GLACIER-Tier1,UploadPartReplTime,R4PFM5HKCWEKDXMM.JRTCKXETXF.6YS6EN2CT7,"$0.0053 per 1,000 UploadPart for Replication Time Control to Glacier",Requests,0.0000053
J77H2ZBWZRRJB8F6,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-StorageAnalytics-ObjCount,,J77H2ZBWZRRJB8F6.JRTCKXETXF.6YS6EN2CT7,$0.10 per 1 million objects monitored in S3 Analytics,Objects,0.0000001
2GDDR758HNN5TWYD,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-INT-AA-Tier6,RestoreObjectExpedited,2GDDR758HNN5TWYD.JRTCKXETXF.6YS6EN2CT7,$10.5 per Requests for Requests-INT-AA-Tier6:RestoreObjectExpedited in EU (Paris),Requests,10.5
4PMVMK58J94ER67S,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-TimedStorage-ByteHrs,,4PMVMK58J94ER67S.JRTCKXETXF.PXJDJ3YRG3,$0.022 per GB - storage used / month over 500 TB,GB-Mo,0.022
BQ2N9AWXZUCXDRW7,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-GLACIER-Tier1,CompleteMultipartUploadForRepl,BQ2N9AWXZUCXDRW7.JRTCKXETXF.6YS6EN2CT7,"$0.0318 per 1,000 CompleteMultipartUpload for Replication to Glacier",Requests,0.0000318
YTW4KZ4NC26GRZ3Z,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-S3-API-OL-BytesReturned,,YTW4KZ4NC26GRZ3Z.JRTCKXETXF.6YS6EN2CT7,$0.005 per GB for S3-API-OL-BytesReturned in EU (Paris),GB,0.005
TSJRYJH8AKM2MKCT,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Retrieval-ZIA,,TSJRYJH8AKM2MKCT.JRTCKXETXF.6YS6EN2CT7,$0.01 per GB - flat fee for all bytes retrieved in One Zone-Infrequent Access,GB,0.01
2N957TSCD47BEAFZ,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-Tier3,RestoreObject,2N957TSCD47BEAFZ.JRTCKXETXF.6YS6EN2CT7,"$0.053 per 1,000 Glacier Requests",Requests,0.000053
Z7KX8T523CGCM4QN,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-TimedStorage-SIA-ByteHrs,,Z7KX8T523CGCM4QN.JRTCKXETXF.6YS6EN2CT7,$0.0131 per GB-Month of storage used in Standard-Infrequent Access,GB-Mo,0.0131
SMVUM2S35TMV6M2Q,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-INT-AA-Tier5,RestoreObjectBulk,SMVUM2S35TMV6M2Q.JRTCKXETXF.6YS6EN2CT7,$0.0 per API Requests for Requests-INT-AA-Tier5:RestoreObjectBulk in EU (Paris),API Requests,0
X289KVEBY83DFY6Q,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-EarlyDelete-SIA-SmObjects,,X289KVEBY83DFY6Q.JRTCKXETXF.6YS6EN2CT7,$0.0131 per GB-Month prorated for small objects deleted or overwritten before 30 days in Standard-Infrequent Access,GB-Mo,0.0131
8FK9WQHQ48FUPAZY,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-BatchOperations-Objects,,8FK9WQHQ48FUPAZY.JRTCKXETXF.6YS6EN2CT7,$1.00 per 1 million object operations performed by Batch Operations,Objects,0.000001
4UDNA855QFM6HX3Q,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Select-Returned-Bytes,,4UDNA855QFM6HX3Q.JRTCKXETXF.6YS6EN2CT7,$0.0008 per GB - for bytes returned by S3 Select in Standard,GB,0.0008
RYZ4D36T78AC4Z9X,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-EarlyDelete-ZIA,,RYZ4D36T78AC4Z9X.JRTCKXETXF.6YS6EN2CT7,$0.01048 per GB-Month prorated for objects deleted or overwritten before 30 days in One Zone-Infrequent Access,GB-Mo,0.01048
RUAWPCQDUURFFAYV,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Std-Select-Scanned-Bytes,,RUAWPCQDUURFFAYV.JRTCKXETXF.6YS6EN2CT7,$0.0084 per GB - Standard Select Data Scanned Bytes,GB,0.0084
ZQR8ZM2FZA6SRUUZ,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Inventory-ObjectsListed,,ZQR8ZM2FZA6SRUUZ.JRTCKXETXF.6YS6EN2CT7,$0.0026 per 1 million objects listed in S3 Inventory,Objects,2.6E-09
Y44QBTSFKM34WPTC,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Select-Scanned-ZIA-Bytes,,Y44QBTSFKM34WPTC.JRTCKXETXF.6YS6EN2CT7,$0.00225 per GB - for bytes scanned by S3 Select in One Zone-Infrequent Access,GB,0.00225
UC3RBVHEQ6QMZN8S,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-INT-DAA-Tier3,RestoreObject,UC3RBVHEQ6QMZN8S.JRTCKXETXF.6YS6EN2CT7,$0.0 per Requests for Requests-INT-DAA-Tier3:RestoreObject in EU (Paris),Requests,0
R3NCS734PZC3JJRP,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-TimedStorage-ByteHrs,INTDAAS3ObjectOverhead,R3NCS734PZC3JJRP.JRTCKXETXF.6YS6EN2CT7,$0.022 per GB-Mo for TimedStorage-ByteHrs:INTDAAS3ObjectOverhead in EU (Paris),GB-Mo,0.022
QNJ2R5AREEVMXGAB,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-GLACIER-Tier1,UploadPart,QNJ2R5AREEVMXGAB.JRTCKXETXF.6YS6EN2CT7,"$0.0053 per 1,000 UploadPart requests to Glacier",Requests,0.0000053
GDJUXT6GUTYDA6NQ,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-GLACIER-Tier1,PutObjectForRepl,GDJUXT6GUTYDA6NQ.JRTCKXETXF.6YS6EN2CT7,"$0.0318 per 1,000 PUT for Replication to Glacier",Requests,0.0000318
AXMNVXB69M5XS2PE,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-TimedStorage-RRS-ByteHrs,,AXMNVXB69M5XS2PE.JRTCKXETXF.6YNURZBX9Y,$0.0252 per GB - first 1 TB / month of storage used - Reduced Redundancy Storage,GB-Mo,0.0252
6RBPCBNU76QTUFT5,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Std-Select-Returned-Bytes,,6RBPCBNU76QTUFT5.JRTCKXETXF.6YS6EN2CT7,$0.0105 per GB - Standard Select Data Returned Bytes,GB,0.0105
258RWKU9AUQN7CZT,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Exp-Select-Scanned-Bytes,,258RWKU9AUQN7CZT.JRTCKXETXF.6YS6EN2CT7,$0.021 per GB - Expedited Select Data Scanned Bytes,GB,0.021
6QKXM8XJAY7PKNQV,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-GLACIER-Tier1,InitiateMultipartUploadForRepl,6QKXM8XJAY7PKNQV.JRTCKXETXF.6YS6EN2CT7,"$0.0053 per 1,000 InitiateMultipartUpload for Replication to Glacier",Requests,0.0000053
VGZR9RT6QWWBTH2W,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-StorageLens-ObjCount,StorageLens,VGZR9RT6QWWBTH2W.JRTCKXETXF.6YS6EN2CT7,$0.20 per MM objects per month for Storage Lens to EU (Paris),Objects,0.0000002
QYWV237F7NK3STE4,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Bulk-Retrieval-Bytes,RestoreObject,QYWV237F7NK3STE4.JRTCKXETXF.6YS6EN2CT7,$0.0026 per GB - Bulk retrieval fee,GB,0.0026
XU9RG8FRS52WMJP8,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-INT-DAA-Tier5,RestoreObjectBulk,XU9RG8FRS52WMJP8.JRTCKXETXF.6YS6EN2CT7,$0.0 per API Requests for Requests-INT-DAA-Tier5:RestoreObjectBulk in EU (Paris),API Requests,0
HXVUHXA76SNNYJQW,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-GLACIER-Tier1,UploadPartForRepl,HXVUHXA76SNNYJQW.JRTCKXETXF.6YS6EN2CT7,"$0.0053 per 1,000 UploadPart for Replication to Glacier",Requests,0.0000053
5HEDNGGTG93TF6ZF,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-INT-AA-Tier3,RestoreObject,5HEDNGGTG93TF6ZF.JRTCKXETXF.6YS6EN2CT7,$0.0 per Requests for Requests-INT-AA-Tier3:RestoreObject in EU (Paris),Requests,0
EE5EQGKUDC4D33WE,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-GLACIER-Tier1,InitiateMultipartUploadReplTime,EE5EQGKUDC4D33WE.JRTCKXETXF.6YS6EN2CT7,"$0.0053 per 1,000 InitiateMultipartUpload for Replication Time Control to Glacier",Requests,0.0000053
RVBCPAG83W5PDSGV,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-GLACIER-Tier1,PutObjectReplTime,RVBCPAG83W5PDSGV.JRTCKXETXF.6YS6EN2CT7,"$0.0318 per 1,000 PUT for Replication Time Control to Glacier",Requests,0.0000318
MZZ4VCM4ACYZVGYM,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-TimedStorage-INT-AA-ByteHrs,,MZZ4VCM4ACYZVGYM.JRTCKXETXF.6YS6EN2CT7,$0.0045 per Gigabyte Month for TimedStorage-INT-AA-ByteHrs:IntelligentTieringAAStorage in EU (Paris),Gigabyte Month,0.0045
TXGUFVM59E3EXHCF,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-TimedStorage-ZIA-SmObjects,,TXGUFVM59E3EXHCF.JRTCKXETXF.6YS6EN2CT7,$0.01048 per GB-Month of storage used for small objects,GB-Mo,0.01048
RSEV4GBCTKTFP4QS,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-Requests-GDA-Tier2,,RSEV4GBCTKTFP4QS.JRTCKXETXF.6YS6EN2CT7,"$0.0042 per 10,000 GET and all other requests from Glacier",Requests,0.00000042
66FWPVQS9Q2MAV4A,JRTCKXETXF,EU (Paris),Paris,,,,,,,,,,,EUW3-TimedStorage-INT-AA-ByteHrs,INTAAObjectOverhead,66FWPVQS9Q2MAV4A.JRTCKXETXF.6YS6EN2CT7,$0.0045 per Gigabyte Month for TimedStorage-INT-AA-ByteHrs:INTAAObjectOverhead in EU (Paris),Gigabyte Month,0.0045
TMP2PFY8BCTKHVDQ,JRTCKXETXF,South America (Sao Paulo),Sao Paulo,,,,,,,,,,,SAE1-Monitoring-Automation-INT,,TMP2PFY8BCTKHVDQ.JRTCKXETXF.6YS6EN2CT7,"$0.0025 per 1,000 Objects per month in Intelligent-Tiering",Objects,0.0000025
7NXXZNPY5BTCQTY2,JRTCKXETXF,South America (Sao Paulo),Sao Paulo,,,,,,,,,,,SAE1-Expedited-Retrieval-Bytes,,7NXXZNPY5BTCQTY2.JRTCKXETXF.6YS6EN2CT7,$0.042 per GB - Expedited retrieval fee,GB,0.042
PWEY58GJNM5ZVREZ,JRTCKXETXF,South America (Sao Paulo),Sao Paulo,,,,,,,,,,,SAE1-Requests-SIA-Tier2,,PWEY58GJNM5ZVREZ.JRTCKXETXF.6YS6EN2CT7,"$0.01 per 10,000 GET and all other requests  to Standard-Infrequent Access",Requests,0.000001
JY7ZXQD5XK7E4HDB,JRTCKXETXF,South America (Sao Paulo),Sao Paulo,,,,,,,,,,,SAE1-TimedStorage-ZIA-ByteHrs,,JY7ZXQD5XK7E4HDB.JRTCKXETXF.6YS6EN2CT7,$0.0208 per GB-Month of storage used in One Zone-Infrequent Access,GB-Mo,0.0208
3MZXDFZ5SHCVQT2M,JRTCKXETXF,South America (Sao Paulo),Sao Paulo,,,,,,,,,,,SAE1-Requests-GLACIER-Tier1,InitiateMultipartUpload,3MZXDFZ5SHCVQT2M.JRTCKXETXF.6YS6EN2CT7,"$0.007 per 1,000 InitiateMultipartUpload requests to Glacier",Requests,0.000007
B9X9WRR5PT2Q7PMC,JRTCKXETXF,South America (Sao Paulo),Sao Paulo,,,,,,,,,,,SAE1-StorageAnalytics-ObjCount,,B9X9WRR5PT2Q7PMC.JRTCKXETXF.6YS6EN2CT7,$0.10 per 1 million objects monitored in S3 Analytics,Objects,0.0000001
848UZP5UDAMDZQR7,JRTCKXETXF,South America (Sao Paulo),Sao Paulo,,,,,,,,,,,SAE1-TimedStorage-SIA-SmObjects,,848UZP5UDAMDZQR7.JRTCKXETXF.6YS6EN2CT7,$0.026 per GB-Month of storage used for small objects,GB-Mo,0.026
DQDXJPTY7BVP5JRV,JRTCKXETXF,South America (Sao Paulo),Sao Paulo,,,,,,,,,,,SAE1-Select-Scanned-Bytes,,DQDXJPTY7BVP5JRV.JRTCKXETXF.6YS6EN2CT7,$0.00400 per GB - for bytes scanned by S3 Select in Standard,GB,0.004
95JW9RTFM7CNGVSP,JRTCKXETXF,South America (Sao Paulo),Sao Paulo,,,,,,,,,,,SAE1-Requests-INT-Tier1,,95JW9RTFM7CNGVSP.JRTCKXETXF.6YS6EN2CT7,"$0.007 per 1,000 PUT, COPY, POST, or LIST requests to Intelligent-Tiering",Requests,0.000007
XR57GM39PH32PJSY,JRTCKXETXF,South America (Sao Paulo),Sao Paulo,,,,,,,,,,,SAE1-TimedStorage-ByteHrs,INTDAAS3ObjectOverhead,XR57GM39PH32PJSY.JRTCKXETXF.6YS6EN2CT7,$0.037 per GB-Mo for TimedStorage-ByteHrs:INTDAAS3ObjectOverhead in South America (Sao Paulo),GB-Mo,0.037
T4EF6CGRKFHMCNMU,JRTCKXETXF,South America (Sao Paulo),Sao Paulo,,,,,,,,,,,SAE1-Exp-Select-Returned-Bytes,,T4EF6CGRKFHMCNMU.JRTCKXETXF.6YS6EN2CT7,$0.042 per GB - Expedited Select Data Returned Bytes,GB,0.042
DCX7QNY4EUFWP9FK,JRTCKXETXF,South America (Sao Paulo),Sao Paulo,,,,,,,,,,,SAE1-Retrieval-ZIA,,DCX7QNY4EUFWP9FK.JRTCKXETXF.6YS6EN2CT7,$0.01 per GB - flat fee for all bytes retrieved in One Zone-Infrequent Access,GB,0.01
RX57WQJM54G4ZUCP,JRTCKXETXF,South America (Sao Paulo),Sao Paulo,,,,,,,,,,,SAE1-TimedStorage-GlacierByteHrs,,RX57WQJM54G4ZUCP.JRTCKXETXF.6YS6EN2CT7,$0.0085 per GB / month of storage used - Amazon Glacier,GB-Mo,0.0085
C268B3SNC9S7QDFS,JRTCKXETXF,South America (Sao Paulo),Sao Paulo,,,,,,,,,,,SAE1-Requests-Tier5,,C268B3SNC9S7QDFS.JRTCKXETXF.6YS6EN2CT7,"$0.035 per 1,000 - Bulk Glacier requests",Requests,0.000035
VNSNUFGN3JHNHQH2,JRTCKXETXF,South America (Sao Paulo),Sao Paulo,,,,,,,,,,,SAE1-Std-Select-Returned-Bytes,,VNSNUFGN3JHNHQH2.JRTCKXETXF.6YS6EN2CT7,$0.014 per GB - Standard Select Data Returned Bytes,GB,0.014
BE84HBP5F2XGU8CH,JRTCKXETXF,South America (Sao Paulo),Sao Paulo,,,,,,,,,,,SAE1-Exp-Select-Scanned-Bytes,,BE84HBP5F2XGU8CH.JRTCKXETXF.6YS6EN2CT7,$0.028 per GB - Expedited Select Data Scanned Bytes,GB,0.028
4UTMSMCE95ZP3GWP,JRTCKXETXF,South America (Sao Paulo),Sao Paulo,,,,,,,,,,,SAE1-Requests-GLACIER-Tier1,PutObjectForRepl,4UTMSMCE95ZP3GWP.JRTCKXETXF.6YS6EN2CT7,"$0.042 per 1,000 PUT for Replication to Glacier",Requests,0.000042
